x,y,z
178.86, 34.54, 6.02
230.69, 16.44, 5.96
235.52, 13.50, 6.11
213.68, 25.32, 6.08
246.77,  6.16, 5.90
187.20, 33.45, 6.06
272.87,-11.91, 5.97
264.98,-06.50, 4.82
228.37, 18.25, 6.01
256.65,-00.57, 6.32
227.50, 18.74, 5.61
278.20,-15.19, 6.12
207.30, 28.32, 6.14
268.05,-08.49, 5.85
284.83,-19.05, 5.37
284.82,-19.03, 5.65
148.07, 34.30, 5.88
195.50, 32.02, 5.57
222.19, 21.83, 5.73
216.96, 24.43, 5.13
274.29,-12.60, 1.86
244.38,  8.36, 5.68
174.49, 35.42, 6.32
196.61, 31.82, 6.32
196.61, 31.82, 6.30
199.28, 31.08, 7.02
199.28, 31.08, 7.81
227.78, 18.89, 3.90
245.15,  7.88, 5.28
242.67,  9.62, 6.01
239.67, 11.69, 6.44
289.86,-21.68, 4.07
211.95, 26.79, 5.50
237.56, 13.13, 5.98
227.96, 19.02, 5.59
260.50,-02.89, 5.98
155.97, 35.43, 3.36
235.59, 14.59, 5.54
230.26, 17.96, 6.59
260.10,-02.40, 5.47
257.62,-00.54, 6.53
257.62,-00.54, 7.25
199.88, 31.38, 6.10
267.94,-07.93, 5.17
249.65,  5.25, 6.73
145.61, 34.14, 6.31
210.56, 27.83, 5.95
286.66,-19.82, 5.29
242.80, 10.16, 6.56
251.71,  3.91, 6.33
226.88, 20.20, 6.39
232.55, 16.91, 6.43
247.24,  7.22, 6.62
290.46,-21.84, 4.35
268.92,-08.43, 6.05
233.45, 16.53, 6.00
254.60,  2.03, 5.75
244.80,  9.10, 6.51
243.07, 10.36, 6.67
278.92,-15.01, 5.97
280.26,-15.84, 3.77
184.80, 35.11, 6.18
270.85,-09.55, 6.53
269.26,-08.44, 5.09
165.30, 36.36, 6.24
139.27, 32.95, 6.31
248.44,  6.81, 6.70
150.52, 35.21, 5.47
200.19, 31.98, 5.75
262.08,-03.08, 5.79
206.77, 29.98, 5.35
265.14,-05.28, 5.33
262.57,-03.36, 4.99
183.95, 35.54, 5.90
215.44, 26.74, 6.83
252.51,  4.18, 5.65
263.91,-04.26, 5.99
256.21,  1.50, 6.69
185.89, 35.37, 6.24
204.33, 31.06, 5.33
242.27, 11.65, 5.42
271.17,-09.40, 6.36
200.31, 32.31, 6.36
283.86,-17.80, 5.53
262.71,-03.19, 6.30
215.27, 27.02, 6.46
258.20,  0.26, 6.31
238.56, 14.41, 6.38
265.30,-04.96, 6.39
212.12, 28.59, 6.28
185.96, 35.64, 5.78
220.68, 24.88, 5.87
140.44, 33.48, 6.15
217.09, 26.66, 6.03
246.67,  9.05, 6.19
270.67,-08.72, 6.34
227.29, 21.58, 5.81
252.29,  4.98, 6.38
254.82,  3.14, 6.36
269.75,-07.97, 5.69
205.51, 31.34, 6.58
257.87,  0.98, 6.49
258.29,  0.74, 5.96
264.81,-04.11, 6.24
150.55, 35.70, 5.64
222.85, 24.30, 6.33
293.85,-23.26, 5.69
210.22, 29.94, 6.32
219.12, 26.20, 5.99
219.12, 26.21, 7.25
253.37,  4.61, 6.43
232.80, 18.85, 5.72
257.39,  1.61, 6.30
164.89, 37.21, 5.66
156.74, 36.63, 6.48
248.82,  8.18, 5.96
151.36, 35.96, 4.60
259.37,  0.31, 6.47
165.48, 37.34, 6.42
216.22, 27.83, 5.88
267.33,-05.71, 5.01
165.75, 37.39, 5.91
190.51, 35.69, 5.94
220.26, 26.18, 4.16
230.32, 20.88, 6.19
216.42, 28.01, 6.53
268.27,-06.18, 5.80
273.97,-10.38, 4.86
274.14,-10.52, 5.26
232.02, 20.16, 6.51
287.03,-19.14, 6.12
222.71, 25.31, 4.44
254.66,  4.42, 6.48
248.66,  8.96, 5.27
259.76,  0.53, 6.55
174.42, 37.76, 5.37
191.65, 35.92, 6.10
218.16, 27.62, 6.45
243.40, 12.93, 6.33
262.05,-01.14, 4.14
205.51, 32.54, 6.39
205.89, 32.48, 6.44
206.06, 32.45, 6.30
245.90, 11.31, 5.05
237.40, 17.34, 4.98
278.15,-12.99, 5.47
251.59,  7.31, 4.89
257.18,  3.00, 6.13
270.25,-07.09, 6.47
173.08, 38.13, 6.22
234.54, 19.43, 6.63
256.24,  3.90, 3.97
260.19,  0.91, 5.20
270.59,-07.22, 5.48
240.63, 15.71, 4.88
270.33,-06.92, 5.19
276.18,-11.33, 6.36
264.12,-02.06, 5.71
265.28,-02.95, 3.84
237.26, 18.06, 6.45
270.25,-06.80, 3.62
270.33,-06.86, 5.61
204.17, 33.73, 4.66
213.80, 30.46, 5.64
185.71, 37.59, 6.33
265.87,-03.27, 4.77
267.13,-04.27, 5.90
223.25, 26.32, 4.30
274.02,-09.53, 6.34
264.44,-02.01, 5.23
275.82,-10.86, 4.33
222.43, 26.94, 6.37
233.29, 20.97, 4.62
284.68,-17.12, 5.20
208.02, 32.90, 3.94
266.60,-03.61, 5.51
257.10,  3.97, 6.42
193.45, 36.71, 6.13
216.71, 29.71, 5.66
270.58,-06.67, 5.52
270.60,-06.66, 4.86
254.99,  5.77, 3.68
221.23, 27.79, 6.13
148.23, 36.25, 6.20
272.73,-08.29, 6.29
229.28, 23.78, 6.41
245.47, 13.28, 6.11
195.87, 36.54, 6.57
195.88, 36.54, 4.02
268.11,-04.49, 5.16
262.54,  0.05, 4.07
228.86, 24.21, 5.70
258.28,  3.53, 5.76
237.00, 19.39, 6.25
214.84, 31.06, 5.87
220.72, 28.53, 3.38
249.05, 10.91, 6.10
239.25, 18.01, 4.32
272.08,-07.37, 1.96
228.89, 24.55, 5.29
265.38,-01.84, 3.91
261.58,  1.29, 6.21
275.33,-09.78, 6.21
256.54,  5.41, 6.37
283.07,-15.53, 6.32
221.52, 28.62, 4.36
233.32, 22.26, 6.09
265.33,-01.69, 5.46
281.10,-14.09, 6.05
265.61,-01.73, 5.75
262.21,  1.09, 6.36
273.90,-08.41, 4.49
190.53, 38.30, 6.25
230.64, 24.19, 5.31
262.83,  0.70, 6.43
292.40,-21.65, 5.47
270.91,-05.84, 6.30
207.88, 34.48, 6.16
153.83, 37.93, 5.73
157.46, 38.52, 6.25
246.06, 14.25, 6.47
177.19, 39.64, 5.15
175.13, 39.71, 5.99
211.81, 33.26, 6.38
179.43, 39.62, 5.99
255.49,  7.05, 5.21
252.90,  9.15, 5.87
261.34,  2.27, 5.48
252.27,  9.73, 6.17
260.46,  3.05, 6.39
251.57, 10.33, 4.01
191.64, 38.57, 5.66
265.22,-00.86, 4.93
196.87, 37.66, 6.23
196.79, 37.71, 5.95
234.39, 22.64, 5.54
292.55,-21.63, 6.05
262.80,  1.25, 6.00
222.55, 29.26, 6.33
266.25,-01.54, 5.10
187.81, 39.34, 6.14
239.88, 19.41, 6.13
263.25,  1.15, 6.55
150.48, 37.60, 5.58
194.11, 38.55, 5.39
255.62,  7.64, 6.50
258.79,  5.12, 6.42
260.50,  3.75, 5.82
275.00,-08.43, 5.59
282.28,-14.18, 5.35
233.21, 24.17, 6.00
267.89,-02.43, 5.91
197.50, 38.26, 5.22
210.18, 34.94, 6.64
270.80,-04.83, 6.39
293.02,-21.76, 5.79
287.05,-17.65, 6.11
174.71, 40.52, 5.74
181.84, 40.33, 5.89
222.34, 30.20, 3.11
261.95,  2.81, 6.47
274.35,-07.66, 6.03
216.45, 32.85, 5.41
267.37,-01.74, 5.33
235.69, 23.01, 6.91
235.69, 23.01, 6.67
244.54, 16.97, 5.75
191.30, 39.55, 5.45
252.25, 11.21, 4.89
224.24, 29.65, 6.14
210.46, 35.30, 6.17
249.22, 13.69, 6.39
277.32,-09.92, 5.78
212.53, 34.64, 5.20
265.64,  0.05, 6.26
194.76, 39.26, 6.29
243.46, 18.15, 5.96
212.28, 34.81, 5.67
187.63, 40.29, 6.51
219.06, 32.28, 6.19
275.75,-08.47, 6.38
171.51, 40.84, 3.14
273.23,-06.35, 5.71
277.65,-09.98, 3.84
216.51, 33.52, 4.25
227.14, 28.65, 6.59
271.62,-04.79, 4.69
192.05, 40.01, 5.20
146.63, 37.23, 4.76
209.54, 36.11, 6.38
243.30, 18.91, 5.86
179.80, 41.19, 3.97
185.33, 40.90, 6.44
128.39, 30.44, 6.33
276.70,-08.90, 4.92
268.62,-01.90, 5.87
246.01, 17.22, 6.18
253.67, 11.13, 6.25
182.56, 41.29, 6.36
192.36, 40.36, 5.82
267.71,-00.90, 5.18
197.94, 39.58, 6.07
223.50, 31.40, 6.07
263.33,  3.18, 4.45
163.20, 40.86, 5.75
264.82,  1.96, 6.07
172.63, 41.63, 3.60
202.31, 38.90, 5.45
229.68, 28.43, 5.67
252.26, 12.83, 6.20
276.79,-08.57, 5.16
221.94, 32.44, 5.85
263.95,  2.96, 5.55
198.10, 40.08, 6.38
262.19,  4.69, 6.27
170.76, 41.83, 5.95
278.35,-09.65, 5.79
271.75,-03.81, 5.23
192.36, 41.12, 6.46
251.63, 13.90, 6.74
156.59, 40.15, 6.45
147.27, 38.03, 5.14
284.45,-14.56, 5.88
272.91,-04.56, 6.40
184.33, 42.15, 4.56
224.69, 32.11, 4.97
268.20,-00.14, 3.75
282.71,-13.00, 4.00
146.87, 38.11, 4.80
204.53, 39.51, 6.40
228.52, 30.51, 6.17
166.57, 42.02, 4.48
192.28, 41.80, 6.50
196.07, 41.28, 5.43
276.31,-07.23, 6.44
218.99, 35.06, 5.24
151.21, 39.42, 4.67
190.53, 42.16, 5.93
200.03, 40.78, 5.98
205.86, 39.65, 5.14
252.64, 14.52, 4.58
274.93,-05.68, 6.11
238.29, 25.34, 5.60
271.59,-02.52, 6.73
281.49,-11.49, 6.37
141.50, 36.59, 6.55
265.94,  2.82, 2.21
218.25, 35.90, 6.48
241.70, 23.21, 5.77
253.46, 14.05, 6.15
246.74, 19.51, 5.73
194.50, 42.08, 5.95
206.01, 39.86, 6.01
238.61, 25.40, 5.46
286.19,-15.43, 4.71
287.83,-16.77, 4.48
256.42, 11.88, 5.59
139.99, 36.14, 5.96
250.88, 16.66, 6.53
270.54,-01.02, 6.48
153.62, 40.47, 5.13
225.15, 33.59, 6.35
214.66, 37.86, 6.51
226.86, 32.86, 6.14
177.86, 43.61, 5.32
248.37, 19.15, 5.73
267.36,  2.25, 5.00
237.55, 26.95, 6.11
263.33,  6.16, 6.00
207.20, 40.36, 6.48
268.68,  1.14, 5.79
277.69,-07.37, 3.44
159.52, 41.98, 5.27
266.63,  3.30, 5.57
163.08, 42.66, 4.83
280.22,-09.61, 3.97
189.73, 43.56, 5.97
228.77, 32.53, 3.88
138.66, 35.89, 6.50
263.09,  6.85, 6.31
265.75,  4.32, 6.29
215.07, 38.49, 5.34
269.46,  0.87, 5.92
267.21,  3.14, 5.85
278.19,-07.49, 5.54
266.58,  3.81, 5.25
245.00, 22.77, 6.35
172.82, 44.02, 5.97
262.55,  7.76, 5.86
298.85,-24.81, 5.42
275.50,-04.72, 5.27
268.37,  2.31, 6.25
237.54, 28.25, 5.24
263.35,  7.19, 4.94
239.73, 26.85, 5.47
262.52,  8.00, 4.62
285.98,-14.41, 1.68
188.81, 44.28, 5.75
244.90, 23.37, 5.84
268.00,  2.87, 6.04
219.39, 37.66, 6.41
186.81, 44.47, 3.82
277.65,-06.57, 6.02
267.58,  3.35, 5.12
277.09,-05.98, 6.32
264.14,  6.80, 5.33
291.43,-18.99, 6.14
277.12,-05.89, 4.34
166.60, 43.90, 6.13
159.29, 42.77, 5.47
278.46,-07.01, 2.25
275.07,-03.63, 6.33
184.89, 44.96, 6.12
242.49, 25.86, 6.62
272.64,-01.18, 5.26
246.36, 23.03, 5.78
190.24, 44.73, 3.13
243.10, 25.49, 4.79
192.33, 44.64, 6.16
273.07,-01.47, 5.87
241.08, 27.11, 4.80
260.66, 10.88, 6.39
215.29, 40.00, 6.53
285.44,-13.45, 5.39
284.25,-12.30, 6.11
246.41, 23.42, 6.33
259.07, 12.64, 6.82
263.30,  8.57, 6.05
275.75,-03.92, 6.28
254.81, 16.72, 4.72
137.18, 35.80, 6.29
290.24,-17.59, 5.29
290.11,-17.49, 5.86
149.91, 40.80, 6.28
203.02, 43.64, 6.41
241.74, 27.40, 6.53
166.00, 44.47, 6.31
266.80,  5.51, 5.58
187.21, 45.57, 6.67
281.06,-08.85, 4.81
265.17,  7.32, 6.54
269.60,  2.86, 5.75
201.76, 44.13, 4.46
276.21,-03.92, 5.63
257.26, 15.04, 4.69
275.88,-03.54, 2.50
263.89,  8.90, 6.48
214.32, 41.41, 6.29
265.15,  7.80, 6.06
237.84, 30.73, 5.59
273.78,-01.01, 6.08
279.76,-07.16, 6.30
234.48, 33.03, 6.01
280.78,-08.06, 5.99
174.22, 46.07, 5.41
241.94, 28.63, 6.54
257.78, 15.63, 6.10
266.22,  7.33, 6.20
160.10, 44.12, 6.45
241.49, 29.05, 1.98
252.94, 20.14, 4.69
239.15, 30.65, 5.38
130.65, 32.65, 4.29
281.11,-08.16, 5.77
275.18,-01.94, 5.11
223.66, 38.90, 5.41
224.64, 38.50, 5.71
262.47, 11.40, 6.65
150.64, 41.74, 3.67
234.73, 33.70, 6.27
236.23, 32.86, 4.60
235.72, 33.23, 6.14
283.34,-10.17, 6.05
237.72, 32.08, 6.26
252.00, 21.54, 5.66
191.56, 46.65, 5.85
263.39, 10.96, 4.51
265.13,  9.21, 6.19
254.14, 19.89, 6.24
139.93, 37.74, 5.72
189.47, 46.93, 5.37
256.64, 17.66, 5.48
142.55, 38.93, 4.56
247.99, 25.19, 5.85
206.69, 44.86, 4.31
137.63, 36.68, 6.46
165.45, 45.66, 3.17
281.62,-08.11, 5.92
288.22,-14.85, 5.47
168.59, 46.19, 6.76
223.42, 39.97, 5.07
260.70, 14.07, 7.00
260.70, 14.07, 6.18
221.56, 40.68, 4.97
284.74,-11.30, 5.91
274.31,-00.20, 5.45
243.89, 28.65, 6.14
266.78,  7.91, 3.60
235.15, 34.34, 4.57
243.78, 28.82, 6.13
260.80, 14.20, 5.93
263.56, 11.45, 5.87
187.47, 47.39, 6.18
199.29, 46.46, 6.53
279.04,-05.15, 5.88
232.17, 36.18, 6.11
295.18,-21.22, 5.36
251.46, 23.00, 5.74
172.15, 46.86, 6.52
258.55, 16.62, 6.46
164.83, 45.85, 4.50
187.61, 47.53, 4.55
242.30, 30.20, 6.12
246.70, 27.00, 5.94
278.21,-04.11, 3.13
206.23, 45.50, 6.25
241.15, 31.07, 6.24
138.84, 37.47, 6.42
267.13,  7.99, 5.35
252.97, 21.98, 5.01
182.83, 47.71, 4.81
254.38, 20.82, 5.91
182.32, 47.76, 6.76
266.19,  9.20, 6.43
284.97,-11.11, 6.27
240.18, 32.09, 5.56
188.49, 47.81, 5.41
282.27,-08.21, 6.10
273.03,  2.04, 5.12
218.36, 42.85, 6.36
274.60,  0.42, 5.01
195.41, 47.63, 5.56
289.55,-15.64, 5.47
252.17, 23.43, 6.31
264.18, 11.89, 6.49
145.15, 40.59, 5.94
280.02,-05.43, 4.08
215.91, 43.91, 5.69
227.52, 39.73, 5.00
256.32, 20.05, 6.53
181.86, 48.31, 5.25
256.84, 19.71, 5.70
273.18,  2.52, 6.17
244.00, 30.55, 6.40
261.91, 14.81, 5.63
230.16, 38.88, 4.68
264.72, 12.00, 5.98
273.64,  2.12, 4.35
276.03,-00.56, 6.19
142.76, 39.82, 5.69
139.45, 38.23, 5.17
276.56,-01.05, 5.45
284.08,-09.50, 6.56
269.65,  6.84, 5.50
133.41, 34.91, 6.23
267.32,  9.58, 6.70
236.49, 35.98, 3.91
245.37, 30.18, 6.31
132.39, 34.35, 6.17
245.65, 30.16, 6.37
248.71, 27.81, 5.06
195.43, 48.68, 5.89
182.53, 49.03, 5.62
224.60, 42.06, 3.52
203.37, 47.78, 6.24
169.53, 47.95, 6.39
161.12, 46.36, 6.47
281.89,-06.57, 4.52
189.66, 49.21, 6.14
256.29, 21.60, 4.77
147.47, 42.17, 6.17
295.57,-21.04, 5.11
197.47, 48.93, 5.64
256.70, 21.53, 4.94
279.79,-03.95, 5.32
279.35,-03.38, 5.80
148.96, 42.93, 6.34
219.89, 44.44, 5.35
265.10, 13.16, 6.41
278.08,-01.77, 6.00
213.60, 46.44, 6.50
157.15, 45.82, 5.2 
259.89, 19.06, 4.79
275.67,  1.41, 6.15
206.82, 48.21, 2.98
268.11, 10.32, 6.82
277.43,-00.59, 5.56
229.14, 41.59, 5.79
223.07, 44.08, 5.63
261.83, 17.45, 6.45
234.63, 38.99, 5.65
223.53, 44.20, 6.45
172.78, 49.43, 5.09
223.72, 44.16, 6.02
279.78,-02.92, 6.46
283.20,-07.00, 3.69
146.34, 42.38, 6.31
271.85,  6.67, 5.55
280.84,-04.12, 6.22
154.31, 45.58, 3.80
210.95, 48.37, 6.09
285.04,-08.82, 3.01
285.04,-08.82, 6.26
267.30, 12.79, 5.97
232.58, 41.26, 6.24
160.87, 47.70, 4.59
279.60,-02.06, 6.06
222.18, 45.65, 6.46
266.74, 13.54, 6.37
272.95,  6.31, 5.08
241.68, 36.39, 6.01
206.42, 49.69, 5.32
243.56, 35.19, 6.42
292.94,-17.65, 5.45
251.23, 29.44, 4.12
273.82,  5.46, 5.73
204.05, 50.25, 3.88
234.98, 40.57, 6.02
237.51, 39.20, 6.35
252.72, 28.36, 6.08
245.57, 34.17, 5.05
273.43,  6.10, 5.62
151.35, 45.07, 6.27
273.70,  5.87, 4.58
281.77,-04.18, 5.79
283.86,-06.77, 5.57
231.32, 42.80, 5.95
261.10, 20.70, 6.30
166.65, 49.63, 5.27
137.93, 38.80, 5.83
260.31, 21.92, 4.88
279.41,-00.87, 6.48
257.84, 24.51, 6.24
155.90, 47.02, 5.93
255.24, 27.09, 4.94
276.87,  2.51, 5.93
273.25,  7.14, 5.71
228.26, 44.90, 5.85
276.43,  3.32, 5.72
180.07, 51.89, 5.14
173.16, 51.16, 6.30
270.68, 10.82, 6.41
261.22, 21.85, 6.28
265.93, 16.61, 5.84
261.90, 21.17, 6.32
127.59, 31.66, 6.37
277.30,  2.61, 6.37
201.68, 51.82, 6.30
224.10, 46.95, 5.26
229.31, 44.95, 6.04
156.48, 47.60, 5.48
279.35,  0.11, 3.54
278.20,  1.66, 6.12
198.70, 52.34, 5.73
275.67,  5.04, 6.05
289.82,-13.13, 6.35
235.37, 42.64, 6.70
259.77, 24.14, 6.21
267.94, 15.00, 5.23
285.51,-07.68, 6.58
288.40,-11.31, 6.20
230.01, 45.26, 4.70
195.01, 52.86, 5.36
211.17, 51.48, 5.66
281.21,-01.46, 6.52
160.03, 49.46, 5.74
279.18,  1.49, 6.20
265.09, 19.64, 6.54
281.60,-01.67, 6.20
162.14, 50.15, 6.14
249.14, 35.24, 6.12
283.45,-04.12, 5.94
236.44, 43.45, 6.45
261.61, 23.80, 6.70
256.32, 29.24, 5.86
275.34,  7.03, 6.12
261.00, 24.68, 5.70
283.41,-03.86, 6.19
284.58,-05.45, 6.42
271.42, 12.46, 6.43
220.74, 49.99, 6.37
252.46, 33.06, 4.60
284.49,-05.18, 6.14
269.30, 15.41, 6.27
234.17, 45.35, 6.21
189.47, 54.26, 4.48
219.53, 50.75, 3.52
276.17,  6.73, 5.08
256.19, 30.45, 5.60
279.02,  2.84, 6.52
195.72, 54.37, 6.24
228.95, 47.89, 4.37
241.11, 42.07, 4.49
226.43, 48.94, 1.35
297.28,-21.29, 5.52
270.36, 14.99, 6.36
251.36, 35.23, 6.53
255.27, 31.80, 6.27
180.10, 54.43, 6.32
252.65, 34.57, 6.24
249.45, 37.19, 5.91
279.15,  3.40, 4.86
253.29, 34.08, 5.31
269.69, 16.36, 6.13
185.68, 54.90, 5.85
253.01, 34.50, 3.61
287.29,-08.02, 5.28
249.63, 37.33, 5.65
296.93,-20.72, 6.60
225.08, 50.28, 6.44
284.85,-04.51, 5.60
248.70, 38.16, 6.25
273.45, 11.77, 5.98
289.05,-10.29, 5.81
265.45, 22.43, 6.28
236.56, 46.03, 5.77
258.87, 29.82, 6.44
203.65, 55.08, 6.04
283.50,-02.12, 6.40
150.91, 47.77, 6.25
283.08,-01.48, 5.72
279.79,  3.41, 6.16
264.63, 23.84, 6.25
213.71, 53.85, 6.02
268.58, 19.10, 6.38
196.10, 55.82, 6.46
273.12, 13.23, 5.90
136.52, 39.75, 6.40
279.38,  4.27, 5.28
284.27,-02.92, 6.10
273.13, 13.28, 6.35
279.69,  3.84, 5.78
138.45, 41.12, 6.66
285.30,-04.33, 6.41
274.33, 11.88, 3.85
199.96, 55.90, 5.35
288.01,-08.19, 5.16
144.61, 45.02, 5.82
201.09, 55.88, 6.49
219.37, 53.09, 6.55
271.08, 16.52, 6.19
210.07, 54.94, 5.97
210.23, 54.95, 3.44
206.90, 55.40, 5.84
175.87, 55.09, 3.45
253.23, 36.27, 6.08
225.42, 51.54, 5.41
275.02, 11.15, 5.60
290.16,-11.18, 3.32
281.73,  1.34, 6.16
210.81, 55.01, 5.82
260.84, 29.29, 6.57
203.42, 56.08, 6.52
250.79, 38.76, 5.24
284.58,-02.69, 6.22
169.34, 54.28, 6.43
279.80,  4.58, 6.30
166.68, 53.77, 6.00
140.50, 42.89, 5.96
208.23, 55.77, 6.40
266.85, 22.93, 5.34
285.48,-03.80, 3.40
158.57, 51.58, 6.45
157.93, 51.40, 6.00
271.81, 16.67, 6.30
217.12, 54.48, 4.79
255.04, 35.83, 6.00
274.65, 12.65, 5.96
216.55, 54.65, 2.61
216.55, 54.65, 3.80
248.44, 41.16, 6.37
252.21, 38.47, 6.32
282.76,  0.66, 5.81
126.85, 31.76, 5.50
282.28,  1.64, 4.57
241.02, 46.28, 6.66
287.53,-06.46, 5.67
278.33,  7.82, 5.65
178.39, 56.39, 5.76
259.77, 32.01, 6.51
177.90, 56.36, 3.05
224.49, 53.21, 6.12
263.97, 27.59, 6.50
143.54, 45.22, 4.97
263.18, 28.54, 6.51
282.99,  0.89, 4.50
191.68, 57.53, 5.90
261.40, 30.72, 6.13
236.37, 49.21, 6.07
199.69, 57.54, 6.39
237.48, 48.77, 6.54
275.25, 13.07, 4.83
192.02, 57.75, 5.50
248.33, 42.58, 5.97
268.56, 22.64, 6.27
128.03, 33.13, 5.26
241.65, 46.96, 6.32
273.35, 16.22, 5.33
275.64, 12.96, 6.27
233.95, 50.92, 5.61
289.10,-08.11, 4.99
191.85, 58.11, 4.74
284.35,-00.51, 6.35
251.72, 40.89, 5.57
276.18, 12.69, 6.18
259.99, 33.65, 3.81
284.81,-00.95, 5.95
177.30, 57.27, 6.02
218.32, 56.05, 6.15
165.08, 54.91, 6.44
276.47, 12.55, 6.13
186.28, 58.28, 4.21
233.13, 51.94, 6.04
293.16,-14.02, 4.00
170.89, 56.38, 6.35
269.88, 22.39, 4.25
293.15,-13.96, 6.19
142.91, 45.63, 6.32
283.07,  2.32, 5.58
144.32, 46.59, 6.12
249.25, 43.76, 6.05
284.59,  0.01, 4.66
280.35,  7.07, 6.10
154.29, 51.70, 4.84
181.98, 58.36, 5.77
285.22,-00.90, 3.82
288.83,-06.86, 6.01
248.42, 44.59, 5.21
269.46, 23.83, 5.58
270.06, 23.06, 5.56
246.42, 46.17, 5.09
288.16,-05.47, 5.29
129.37, 34.87, 6.52
253.49, 41.37, 6.20
258.57, 36.91, 5.58
194.53, 59.39, 5.90
267.74, 26.62, 6.51
133.12, 38.59, 4.84
227.68, 55.08, 5.46
286.87,-02.95, 6.43
289.74,-07.80, 6.19
269.04, 25.30, 6.05
157.30, 53.44, 6.45
178.93, 58.62, 4.75
234.89, 52.77, 3.85
283.04,  3.66, 4.89
278.63, 11.12, 5.74
278.63, 11.12, 6.09
189.36, 59.60, 5.58
292.41,-12.07, 4.74
278.49, 11.56, 5.91
287.18,-03.15, 3.32
152.26, 51.57, 5.16
293.12,-13.08, 4.93
279.80,  9.55, 5.02
285.73,-00.50, 6.00
266.62, 29.27, 5.08
238.51, 51.84, 5.08
285.56,-00.05, 6.14
236.30, 52.86, 5.67
266.45, 29.86, 6.10
186.58, 60.01, 6.28
287.05,-02.42, 6.23
263.42, 33.69, 6.49
276.22, 16.14, 5.38
278.40, 12.62, 6.08
257.37, 40.04, 6.57
261.94, 35.55, 6.03
268.94, 27.12, 6.29
258.78, 38.82, 5.70
285.49,  0.64, 4.45
258.56, 39.29, 6.52
298.01,-20.42, 7.07
269.64, 26.65, 4.89
259.97, 38.07, 4.82
286.57,-01.05, 5.08
156.32, 54.01, 5.52
195.30, 60.85, 4.71
281.06,  8.87, 3.84
183.25, 60.29, 5.85
286.29,-00.26, 5.45
295.03,-15.57, 6.30
262.88, 35.46, 4.91
259.53, 39.00, 6.04
285.63,  1.07, 5.91
296.28,-17.53, 4.11
278.52, 13.74, 6.11
138.94, 44.44, 5.75
286.65,-00.57, 4.66
141.57, 46.45, 5.12
286.50,-00.24, 5.92
284.98,  2.59, 4.28
138.24, 44.04, 5.00
250.38, 47.42, 6.26
275.16, 19.99, 6.37
195.85, 61.59, 6.02
289.68,-05.66, 5.52
294.30,-13.88, 6.07
150.95, 52.42, 5.80
287.17,-00.85, 6.42
207.12, 61.40, 5.51
261.64, 38.35, 6.24
167.29, 58.39, 5.18
213.52, 60.84, 5.08
243.46, 52.16, 5.79
273.85, 22.79, 5.64
139.59, 45.41, 6.00
289.56,-05.00, 4.82
220.27, 60.00, 6.27
287.11,-00.36, 5.38
289.60,-04.90, 2.76
287.84,-01.50, 4.57
246.68, 51.02, 6.28
150.36, 52.58, 6.34
198.01, 62.38, 5.24
289.61,-04.73, 5.77
289.50,-04.46, 4.82
297.18,-18.39, 5.97
242.08, 53.72, 6.37
222.26, 60.16, 5.49
230.54, 58.15, 5.48
287.60,-00.63, 6.21
292.82,-10.53, 6.26
292.83,-10.51, 6.46
293.60,-11.91, 6.27
265.16, 36.28, 5.42
141.38, 47.36, 6.39
283.03,  8.57, 2.69
288.16,-01.37, 6.25
263.88, 38.05, 6.67
289.97,-04.84, 5.34
289.88,-04.61, 5.23
286.46,  2.08, 5.23
289.97,-04.69, 4.85
200.81, 63.01, 6.15
252.55, 48.53, 5.93
274.38, 24.27, 5.88
286.87,  1.49, 6.36
237.00, 56.82, 5.34
288.04,-00.66, 6.00
254.80, 47.11, 6.61
204.02, 63.12, 6.04
297.68,-18.91, 5.47
265.05, 37.56, 3.11
260.17, 42.69, 5.86
297.74,-18.96, 4.45
150.63, 53.59, 5.67
147.28, 51.76, 5.58
259.52, 43.53, 5.79
276.00, 22.38, 5.61
287.92,-00.06, 5.91
254.38, 48.10, 5.95
155.83, 56.29, 6.65
155.91, 56.33, 6.44
136.56, 44.02, 5.93
250.31, 51.29, 6.38
251.78, 50.48, 6.31
152.85, 55.15, 5.10
190.00, 63.73, 3.83
171.16, 61.35, 4.71
254.18, 49.12, 6.12
287.36,  1.99, 5.25
268.69, 34.78, 5.24
265.50, 38.71, 6.38
254.14, 49.26, 5.45
209.85, 63.85, 6.20
264.46, 40.21, 5.66
190.31, 64.10, 5.72
288.18,  0.60, 3.78
191.47, 64.32, 5.03
211.59, 63.91, 4.50
211.60, 63.91, 6.30
269.45, 34.54, 6.44
293.45,-10.05, 5.99
280.98, 15.60, 6.11
173.09, 62.21, 6.03
251.63, 51.69, 5.91
289.59,-02.02, 5.93
245.05, 55.50, 5.81
297.51,-17.96, 6.33
216.93, 63.48, 6.14
210.00, 64.26, 6.35
289.11,-00.80, 5.92
130.13, 37.76, 6.20
278.85, 20.31, 4.60
285.14,  8.11, 5.91
155.64, 57.53, 6.17
289.06,  0.04, 6.11
175.78, 63.37, 5.05
185.24, 64.66, 6.00
295.66,-13.86, 6.13
165.76, 61.27, 5.47
237.93, 59.59, 6.55
277.67, 23.57, 5.71
155.99, 57.90, 6.43
267.68, 38.74, 5.89
170.63, 62.52, 6.02
141.55, 49.53, 6.39
269.06, 37.12, 4.08
